ext1,ext2,ext3,ext4,ext5,ext6,ext7,ext8,ext9,ext10,est1,est2,est3,est4,est5,est6,est7,est8,est9,est10,agr1,agr2,agr3,agr4,agr5,agr6,agr7,agr8,agr9,agr10,csn1,csn2,csn3,csn4,csn5,csn6,csn7,csn8,csn9,csn10,opn1,opn2,opn3,opn4,opn5,opn6,opn7,opn8,opn9,opn10,degree_category,degree,happiness_level,gender,birth_date,birth_location_country,birth_location_country_clean,birth_location_province,birth_location_city
3,4,3,4,3,2,1,4,3,1,1,4,4,3,1,1,3,3,2,1,1,4,1,3,1,3,1,4,4,4,3,4,3,3,1,4,3,3,2,2,4,2,4,2,3,2,2,2,3,2,STEM,Ingeniería en telecomunicaciones,3,M,1993/03/16,Argentina,Argentina,Córdoba,Córdoba
3,1,2,3,4,1,5,2,4,5,5,3,5,4,4,2,3,3,2,1,4,2,3,3,4,1,4,3,2,3,4,3,4,2,4,1,5,2,4,5,5,1,5,1,4,1,5,4,5,5,Arts,Diseño,3,F,1985/04/20,Argentina,Argentina,Mendoza,Mendoza
3,4,3,2,4,4,2,3,2,2,3,2,5,2,3,4,3,2,2,2,1,5,1,5,1,4,1,4,1,4,2,5,4,5,1,5,2,5,5,4,4,3,4,1,4,1,4,2,5,5,Arts,Diseño grafico,3,F,1983/12/26,Argentina,Argentina,Buenos aires,Junin
3,3,3,3,4,2,3,3,3,3,5,2,3,3,3,3,2,2,2,2,1,5,1,4,2,4,1,4,3,4,3,4,3,3,5,2,3,1,3,5,4,2,3,4,3,3,5,3,5,3,Education,Maestría en educación,4,F,1981/12/04,Argentina,Argentina,Buenos Aires,Moron
3,1,3,2,4,2,2,2,2,3,4,2,5,1,3,5,2,1,2,3,1,4,3,4,1,3,1,4,4,3,5,3,5,4,2,4,3,2,3,5,5,4,5,1,4,1,4,5,5,5,Arts,Artes,2,F,1989/05/10,Argentina,Argentina,Buenos Aires,CABA
2,3,3,3,3,2,2,4,2,4,3,3,4,3,2,3,2,2,2,2,2,4,2,3,2,3,2,3,3,4,4,2,5,2,3,2,4,2,4,4,4,2,3,2,4,3,4,3,4,3,STEM,Lic en análisis de sistemas,3,M,1998/10/15,Argentina,Argentina,Caba,Caba
2,2,3,2,4,2,3,4,3,4,2,4,4,2,2,3,3,3,2,2,2,5,1,4,1,4,2,3,3,3,3,2,5,2,2,2,4,3,4,1,3,1,5,2,4,2,5,2,3,4,Business,MBA,3,M,1987/04/28,Uruguay,Uruguay,Colonia,Juan Lacaze
3,1,5,2,4,2,2,3,4,3,3,3,4,2,2,3,3,3,3,2,1,5,3,5,1,3,1,5,5,4,3,4,5,4,1,4,3,5,1,4,5,1,4,1,3,1,5,4,5,4,STEM,Arquitectura,3,M,1991/05/20,Argentina,Argentina,Buenos Aires,La Plata
3,4,3,3,4,3,3,3,4,3,2,4,2,3,2,2,2,2,2,3,2,4,1,4,2,3,2,3,2,4,3,2,4,2,4,2,5,2,4,4,4,2,5,1,4,1,4,3,4,4,Business,Comercio Internacional,4,M,1990/12/20,Argentina,Argentina,Buenos Aires,Zarate
1,4,2,5,2,5,1,4,2,5,1,5,3,3,2,3,3,2,4,2,1,4,4,4,2,4,2,2,3,3,2,5,3,4,1,5,3,4,1,2,2,5,4,1,3,2,2,2,4,4,STEM,Ingeniería en computación,3,M,1996/05/06,Argentina,Argentina,Buenos Aires,Caseros
3,3,4,4,2,5,2,5,3,5,4,5,4,2,4,3,2,1,2,4,3,4,1,4,2,3,2,4,2,4,2,1,2,1,1,1,5,1,4,4,4,1,5,1,2,4,4,4,4,2,Social Sciences,Comunicación Social,4,M,1982/11/15,Argentina,Argentina,Jujuy,El Carmen
2,3,4,4,2,3,1,4,3,4,1,4,5,2,2,5,4,3,1,3,1,5,2,5,1,5,1,3,3,5,1,5,4,4,2,5,4,3,3,2,5,1,3,2,2,3,3,2,5,4,STEM,Ingeniería Electromecánica,4,M,1997/03/06,Argentina,Argentina,Chaco,Resistencia
3,3,3,4,3,3,3,4,3,4,4,3,4,3,4,3,3,3,4,2,3,3,4,3,3,3,3,2,2,3,4,3,4,2,3,2,4,3,4,4,4,3,3,3,3,4,3,3,4,3,STEM,ingenieria,3,M,1976/08/27,Argerntina,Argentina,Buenos Aires,Vicente Lopez
3,2,5,3,4,1,5,3,4,3,4,2,5,3,3,3,4,3,4,2,4,4,3,4,1,3,1,4,4,4,3,5,5,4,2,3,2,4,3,4,5,1,4,2,3,2,4,3,5,4,Health Sciences,Profesorado en Educación física,3,M,1998/04/26,Argentina,Argentina,Buenos aires,Argentina
3,3,5,3,4,1,3,4,2,4,5,1,5,1,5,5,4,4,4,4,3,3,3,3,4,3,3,3,3,5,3,5,1,4,2,4,3,5,4,5,5,2,4,1,3,2,4,4,4,3,Social Sciences,Trabajo social,2,M,1977/10/06,Argentina,Argentina,Buenos aires,Bahía blanca
3,3,1,4,3,4,1,5,2,5,5,2,5,1,4,4,2,2,5,5,4,4,4,3,3,2,2,2,2,1,2,4,1,3,2,5,3,5,3,2,4,4,4,5,3,3,2,3,5,3,Social Sciences,Comunicación social,2,M,1981/11/22,argentina,Argentina,buenos aires,buenos aires
4,3,3,4,1,2,1,4,2,5,2,5,4,5,3,3,2,2,4,1,1,4,4,3,2,4,2,4,3,4,2,5,4,3,1,4,4,2,2,4,3,1,5,1,4,1,4,3,4,5,Business,Licenciatura en Administración de Empresas,4,M,1978/01/13,Argentina,Argentina,Buenos Aires,Lomas de Zamora
2,5,2,5,2,3,2,5,1,3,2,4,3,3,2,3,2,2,2,2,2,3,1,2,3,3,3,3,2,2,5,1,5,1,4,1,5,1,5,5,4,1,4,2,4,3,5,3,3,3,STEM,quimica,4,F,1978/12/23,uruguay,Uruguay,montevideo,montevideo
1,4,3,4,4,3,4,3,3,4,3,4,4,3,3,1,2,3,2,2,1,4,1,4,2,5,1,4,4,5,2,3,4,2,4,2,4,3,4,3,5,1,5,2,3,2,5,4,5,4,STEM,Ingeniería química,4,M,1995/06/21,argentina,Argentina,entre ríos,Gualeguaychú
2,1,3,2,4,1,2,4,4,1,4,2,5,2,1,2,2,2,4,3,1,4,2,5,3,5,1,5,5,5,4,2,5,4,3,2,4,2,3,5,4,2,5,1,4,2,5,4,5,4,Arts,Licenciatura en Bellas Artes,3,F,1996/07/12,Argentina,Argentina,Santa Fe,Firmat
3,4,2,5,4,3,4,5,2,3,2,2,4,3,2,2,3,2,3,3,3,3,2,4,4,3,2,2,3,4,3,4,4,3,2,3,4,5,3,3,4,2,3,1,2,2,4,3,5,3,STEM,Cs de la computación,2,M,1989/03/12,Arg,Argentina,Fsa,Fsa
4,3,3,4,3,5,2,4,2,5,3,3,4,1,4,4,5,5,5,5,3,3,4,2,4,4,4,2,3,4,3,4,5,5,1,2,4,5,2,2,5,1,4,2,5,3,5,5,5,3,Social Sciences,Periodismo,2,M,1984/11/27,Argentina,Argentina,Mendoza,Mendoza
1,4,2,4,3,3,1,5,2,5,5,2,4,2,4,4,5,5,5,5,1,5,4,5,1,5,1,4,4,3,4,1,5,1,3,2,5,2,5,5,5,1,3,2,2,4,4,3,5,3,Business,Comercio internacional,3,M,1984/03/02,Argentina,Argentina,Buenos Aires,Buenos Aires
3,1,4,3,4,1,3,3,3,4,2,3,3,4,1,1,1,1,4,1,1,4,2,4,1,4,1,4,4,4,5,1,5,1,3,1,5,3,5,5,5,1,3,1,3,2,4,5,4,3,Social Sciences,Comunicación,4,M,1984/04/09,Uruguay,Uruguay,Montevideo,Montevideo
3,2,2,2,3,1,3,5,2,3,2,5,5,4,3,4,4,4,4,1,1,4,2,5,1,3,1,3,4,3,3,4,3,2,3,1,4,2,1,4,5,1,5,1,4,1,5,3,5,3,Social Sciences,Derecho,3,M,1964/03/08,Argentina,Argentina,Buenos Aires,Avellaneda
1,4,3,4,3,3,2,5,1,4,2,4,3,3,1,2,4,4,1,1,1,4,1,4,2,4,1,5,5,5,3,2,4,2,4,2,5,1,3,4,3,2,5,1,3,1,5,3,4,3,STEM,Ingeniería eléctrica,3,M,1988/03/08,Argentina,Argentina,Buenos Aires,Lomas de Zamora
2,3,3,4,4,4,2,5,2,4,5,5,5,5,5,5,3,3,5,5,1,5,5,5,1,5,2,4,4,3,2,5,3,4,4,4,4,4,3,3,3,5,5,2,3,2,4,2,5,4,Arts,Arts,4,F,1993/02/02,argentina,Argentina,buenos aires,monte grande
1,5,1,5,2,4,1,5,1,1,5,1,4,2,4,4,4,4,5,3,1,4,1,5,1,3,1,3,3,3,5,3,4,4,2,2,4,4,3,4,5,1,3,1,3,3,4,3,4,3,Humanities,Lic. Filosofía,3,F,1993/04/29,Argentina,Argentina,Buenos Aires,Campana
4,1,4,2,5,5,3,3,4,3,4,3,4,4,4,3,3,3,4,2,2,4,3,4,4,3,2,3,3,4,2,4,4,4,2,4,3,4,2,3,4,3,4,3,4,2,2,3,3,3,Education,Magisterio,3,F,1977/02/14,Argentina,Argentina,Córdoba,Gral.   Deheza
1,4,2,3,3,1,2,3,1,4,5,1,5,2,3,4,3,3,4,4,2,3,2,3,3,3,3,2,3,3,2,5,5,5,3,5,3,3,1,5,5,5,5,1,4,1,5,4,5,4,STEM,Arquitectura,4,M,1987/02/28,Argentina,Argentina,Cordoba,Cordoba
5,1,2,1,4,1,4,4,4,2,4,2,4,1,1,1,4,4,1,2,1,5,1,5,1,5,1,4,5,5,5,2,5,1,2,2,5,4,2,5,5,1,5,1,5,1,5,4,5,5,None,Ninguna,2,M,1989/04/28,Argentina,Argentina,Buenos aires,"Florida, Vicente López"
3,1,3,2,4,3,3,2,4,2,3,2,4,2,3,4,3,3,4,3,1,4,2,3,3,4,1,2,3,4,3,1,5,2,2,3,3,2,4,4,5,1,5,1,3,1,3,4,4,2,Social Sciences,Derecho,3,M,1982/04/01,Argentina,Argentina,Buenos Aires,Capital Federal
4,2,3,2,1,4,4,4,5,3,2,4,1,4,2,2,3,3,4,2,5,1,5,1,5,1,5,3,2,2,3,3,4,3,4,3,4,2,4,3,1,5,1,5,3,5,1,1,1,3,Social Sciences,Psicologia,3,M,1978/02/23,Argentina,Argentina,CABA,CABA
1,3,4,4,5,4,5,3,4,4,2,5,5,5,1,1,3,2,5,1,1,4,4,4,4,2,1,4,4,4,4,5,4,3,1,5,1,2,1,4,2,5,1,5,1,5,2,1,1,3,Health Sciences,Educación fisica,4,M,2023/10/26,Argentina,Argentina,Buenos aires,Chaves
3,2,4,4,4,5,4,2,3,3,4,2,4,3,2,2,3,2,2,2,1,4,1,4,1,3,1,4,4,3,4,2,3,2,4,2,4,2,4,4,5,2,3,3,3,2,4,4,4,4,Humanities,Posgrado historia,4,M,1994/06/18,Argentina,Argentina,Buenos Aires,CABA
3,3,3,3,3,2,2,2,4,2,2,4,3,4,1,1,1,1,1,1,1,5,1,5,1,3,1,5,5,5,5,4,4,4,3,2,4,2,4,4,4,1,5,1,5,1,5,1,3,5,Business,publicidad,4,M,1990/06/17,argentina,Argentina,buenos aires,la plata
3,2,3,2,4,1,3,1,4,2,1,4,3,3,1,1,1,1,3,2,2,5,2,4,2,4,1,4,4,4,3,5,5,2,2,3,3,5,1,3,5,1,5,1,4,1,5,3,5,5,Arts,Lic. Música Popular,3,M,2001/11/30,Argentina,Argentina,Mendoza,Maipu
3,1,2,4,3,1,3,5,5,4,5,2,4,2,4,3,4,4,3,4,2,4,4,5,5,5,1,4,5,5,4,1,5,2,2,1,5,2,3,3,4,4,5,1,2,2,5,3,5,4,STEM,Biología,3,F,1997/04/05,Argentina,Argentina,Ciudad de Buenos Aires,Ciudad de Buenos Aires
1,5,3,4,1,1,1,5,1,5,5,1,5,1,5,5,5,5,5,5,1,3,1,3,3,5,1,5,4,3,1,5,1,1,1,3,1,5,1,1,4,3,3,3,1,3,4,1,1,1,Social Sciences,Economía del desarrollo,2,M,1964/10/01,Argentina,Argentina,Buenos Aires,Bernal
2,4,2,3,3,1,3,5,2,5,4,2,5,5,1,1,2,2,3,1,1,5,1,5,1,4,1,4,3,5,2,2,3,1,2,1,4,2,5,5,5,1,3,1,4,1,4,3,4,3,Education,Profesorado de inglés,4,F,1956/04/29,Argentina,Argentina,Buenos Aires,Lomas de Zamora
5,5,5,5,5,1,1,1,5,1,5,2,5,1,3,5,5,5,5,1,1,5,1,5,1,5,1,4,5,4,1,1,3,1,5,1,5,1,5,5,3,5,3,1,3,1,3,1,5,5,Social Sciences,Licenciatura en trabajo social,4,F,1987/07/01,Argentina,Argentina,Buenos Aires,Caba
2,3,2,2,3,2,2,2,1,2,3,1,5,3,3,3,5,3,4,2,3,2,4,3,2,5,3,3,2,3,3,5,2,4,1,2,5,3,1,5,5,4,3,4,3,3,4,3,4,3,None,Ninguna,5,M,1996/10/22,Argentina,Argentina,Buenos Aires,Adrogué
3,3,3,3,4,3,4,2,3,3,4,1,2,1,3,4,4,4,4,3,3,4,1,4,1,4,1,3,4,4,3,5,3,3,2,1,3,3,1,5,4,1,5,1,3,2,3,3,4,4,Arts,Diseño Grafico,3,F,1994/04/30,Argentina,Argentina,Buenos Aires,San Miguel
3,3,4,3,4,3,2,3,3,4,3,3,4,3,4,4,2,2,3,1,1,4,1,4,1,4,1,4,4,4,3,3,3,2,3,2,3,2,3,3,3,2,2,1,3,3,3,2,4,3,Social Sciences,Periodismo,4,M,1987/10/17,Argentina,Argentina,Córdoba,Córdoba
1,3,2,5,3,2,5,5,1,3,5,1,5,1,4,3,3,3,3,3,1,5,3,5,1,5,1,5,5,3,3,3,5,3,3,3,5,4,3,5,5,3,5,3,3,1,3,5,5,3,Social Sciences,LIC. EN TRABAJO SOCIAL,3,F,1985/08/30,Argentina,Argentina,Santa Fe,Venado Tuerto
1,4,3,4,2,4,3,5,2,3,2,5,5,1,2,4,4,2,1,5,1,5,1,5,1,4,1,3,2,3,3,2,4,2,2,2,5,4,2,1,3,1,4,1,2,1,4,3,4,3,STEM,Ingenieria en Sistemas,2,M,1997/06/07,Argentina,Argentina,Chaco,Saenz Peña
3,3,2,4,2,3,5,5,5,5,5,2,5,2,4,4,4,4,4,4,1,5,4,4,1,2,1,4,4,2,4,4,5,4,1,1,5,4,5,5,4,1,5,4,3,3,4,3,5,4,Social Sciences,abogacia,1,M,1983/09/11,Argentina,Argentina,Buenos Aires,Junin
2,5,1,4,1,5,2,4,1,5,3,4,3,2,1,4,1,2,2,5,2,4,4,4,2,1,2,1,5,2,4,2,5,2,1,1,5,4,2,5,4,1,4,1,4,2,4,4,5,2,STEM,Bioquímica,2,M,1996/12/25,Argentina,Argentina,Buenos Aires,Burzaco
2,3,3,4,2,2,2,2,4,4,4,4,3,2,3,4,4,3,3,3,3,4,2,2,3,2,2,2,2,3,3,4,3,3,2,4,3,4,3,3,4,2,4,3,4,2,4,4,4,4,Business,Lic en Turismo,3,M,1987/12/01,Argentina,Argentina,Entre ríos,Concordia
2,1,3,3,5,1,4,5,3,3,5,2,5,4,4,3,1,1,2,2,5,5,1,5,1,5,1,5,5,5,3,1,4,3,5,1,4,1,5,5,5,1,5,3,2,3,1,3,5,2,None,Ninguna,3,F,1986/04/26,Argentina,Argentina,Buenos AIRED,Lomas de Zamora
3,4,3,4,4,3,2,5,3,4,3,3,4,2,3,4,4,3,4,3,2,3,3,4,2,4,2,4,4,4,3,2,4,3,3,2,5,4,4,4,4,1,5,1,4,1,4,3,5,5,Social Sciences,Periodismo,3,M,1989/02/13,Argentina,Argentina,Buenos aires,Olivos
3,4,2,5,4,4,2,5,5,5,4,5,5,3,1,3,1,1,1,2,1,4,1,5,1,4,1,5,4,5,3,3,4,5,4,2,4,2,5,5,5,1,5,1,3,1,4,1,5,3,STEM,"Técnico analista de sistemas, Ingeniería Electrónica",1,M,1980/01/26,Argentina,Argentina,Misiones,Oberá
3,1,4,4,5,1,4,2,4,2,3,2,5,2,1,1,3,3,3,1,1,5,4,4,1,2,1,4,4,4,3,1,4,2,3,2,3,2,4,4,4,1,4,1,3,3,4,4,4,3,Business,Comercio Internacional,4,M,1982/03/20,Argentina,Argentina,Buenos Aires,Quilmes
1,2,2,4,2,1,5,5,1,5,5,5,5,2,1,5,1,1,1,5,1,5,1,5,3,5,1,5,5,5,3,5,5,5,1,4,3,5,3,4,5,1,5,1,5,1,5,3,5,5,STEM,Ciencias ambientales,3,F,2000/04/04,argentina,Argentina,buenos aires,san antonio de areco
4,2,4,2,5,1,4,2,5,2,3,4,4,4,2,2,2,2,1,2,2,5,1,5,3,5,3,3,5,3,2,2,5,2,3,2,5,3,4,4,5,1,5,1,5,1,4,5,5,5,Social Sciences,Gestión Cultural,3,M,1998/03/19,Argentina,Argentina,Santa Fe,Santa Fe
3,3,4,4,1,3,1,5,3,5,4,3,4,4,3,4,4,4,3,4,1,3,3,4,1,4,1,4,4,4,2,1,5,1,4,1,5,1,4,4,4,2,4,1,4,3,4,4,4,4,STEM,Licenciatura en Sistemas,3,M,1998/03/05,Argentina,Argentina,Buenos Aires,Buenos Aires
2,1,3,2,4,3,3,3,2,2,3,3,3,2,2,3,1,1,2,3,1,5,3,5,1,4,1,3,4,5,4,2,4,2,4,1,4,1,5,4,5,5,3,3,3,4,4,3,3,4,Health Sciences,Soy Médica Pediatra eso.en Desarrollo Infantil,4,F,1979/12/11,Argentina,Argentina,CABA,CABA
3,4,5,3,4,4,3,3,4,3,4,2,4,5,3,2,1,1,1,1,1,4,1,3,3,3,1,3,2,4,3,5,2,4,2,4,3,2,2,3,5,1,4,1,3,2,4,5,4,3,None,Ninguna,4,M,1999/03/17,Argentina,Argentina,CABA,CABA
1,2,1,5,4,4,4,1,5,4,4,3,4,2,4,4,1,2,3,3,1,4,1,5,1,4,1,4,4,4,3,1,5,1,3,1,5,1,3,4,4,1,5,1,4,1,4,3,5,5,Social Sciences,Lic. Comunicación Social,3,F,2000/01/10,argentina,Argentina,buenos aires,flores
3,3,2,1,3,3,3,3,1,2,4,2,4,3,3,4,2,2,4,2,1,4,3,4,1,3,1,5,4,3,3,1,3,1,5,3,5,3,5,5,3,1,4,3,3,1,4,3,4,3,STEM,Ingenieria en Agrimensura,3,M,1995/05/08,Argentina,Argentina,Buenos Aires,Lanús
4,2,4,2,4,1,3,4,5,1,1,5,2,5,1,2,1,1,2,1,4,4,4,4,2,3,2,3,2,4,4,4,3,4,4,5,3,2,3,4,5,1,4,2,3,2,5,3,4,3,Social Sciences,Lic. En Ciencias Económicas,4,M,1995/03/21,Argentina,Argentina,Buenos Aires,Lomas de Zamora
2,4,3,3,4,2,5,1,3,5,5,2,5,2,5,4,3,3,3,3,2,5,4,4,2,3,2,4,1,3,3,3,4,3,1,3,3,5,1,4,5,4,5,1,3,1,3,3,5,5,Arts,Cine,4,M,1997/10/31,Argetins,Argentina,Formosa,Formosa
3,1,4,2,4,1,4,3,2,3,5,1,5,2,4,5,4,4,5,4,1,5,2,5,1,5,1,4,5,5,3,3,4,3,3,2,4,2,5,4,5,2,5,1,4,1,4,4,5,4,STEM,Licenciatura en Informática,3,M,1978/05/10,Argentina,Argentina,Buenos Aires,Buenos Aires
4,4,3,3,3,2,4,3,3,2,2,4,4,2,2,3,3,3,1,3,1,5,4,4,2,4,1,4,3,3,3,2,5,2,5,1,5,2,5,5,5,2,5,2,4,1,5,3,5,5,Humanities,Historia,3,F,1993/04/01,Argentina,Argentina,Buenos aires,Caba
2,3,3,3,2,4,3,5,5,4,4,2,4,3,4,4,4,4,5,3,1,4,1,4,1,4,1,3,3,4,3,1,4,1,4,1,5,2,5,5,4,2,5,1,4,1,5,3,4,4,Arts,Artes audiovisuales,3,M,1987/11/02,Argentina,Argentina,CABA,CABA
3,4,4,4,4,2,5,4,5,4,2,5,4,2,2,3,4,4,2,3,1,5,1,5,2,5,2,4,4,4,4,1,4,2,2,2,5,2,4,5,4,1,5,1,5,1,4,2,2,4,STEM,Software Engineering,5,M,1999/09/15,Canada,Canada,Quebec,Montreal
2,4,2,4,3,3,1,4,1,5,3,4,3,5,1,1,3,3,3,1,2,4,3,5,1,3,1,3,4,4,4,4,4,2,2,2,3,4,4,3,4,5,5,3,5,1,4,4,4,4,Business,Comercio exterior,4,F,1984/01/31,Argentina,Argentina,Buenos aires,CABA
2,4,2,4,3,3,1,4,1,5,3,4,3,5,1,1,3,3,3,1,2,4,3,5,1,3,1,3,4,4,4,4,4,2,2,2,3,4,4,3,4,5,5,3,5,1,4,4,4,4,Business,Comercio exterior,4,F,1984/01/31,Argentina,Argentina,Buenos aires,CABA
4,2,4,2,5,1,4,3,5,1,2,3,4,3,2,3,2,1,3,1,1,5,1,5,1,2,1,5,5,5,4,3,3,1,4,2,3,1,3,5,4,2,5,2,5,1,5,2,4,5,Social Sciences,Periodismo,4,F,1987/09/25,Argentina,Argentina,Buenos Aires,Moron
2,4,2,2,4,1,1,2,3,4,3,3,4,2,3,4,3,3,4,3,1,3,1,3,1,3,1,4,2,3,1,2,5,3,2,2,3,3,4,4,5,1,4,1,3,1,4,4,5,4,Social Sciences,Psicología,2,M,1988/06/23,Argentina,Argentina,Mendoza,Godoy Cruz
2,4,3,4,3,4,3,5,1,4,3,4,3,1,3,4,3,3,3,4,3,3,2,4,3,3,3,3,4,3,3,3,4,2,3,2,4,3,3,3,3,2,4,2,1,2,3,2,3,2,Humanities,Bibliotecología,3,F,1978/03/02,Argentina,Argentina,Buenos Aires,Moreno
2,4,5,2,4,2,4,5,5,3,2,5,4,2,2,4,3,3,4,5,4,5,3,5,1,4,1,4,3,3,4,5,5,5,1,5,5,4,3,2,4,2,4,1,2,4,5,5,5,5,Health Sciences,Medicina,2,M,1988/09/05,Argentina,Argentina,Santa Fe,Rosario
2,3,4,3,4,3,2,3,3,2,2,4,4,1,2,2,2,2,2,4,3,3,3,4,3,3,3,3,3,3,3,5,2,4,2,4,3,4,4,2,4,2,4,2,4,2,4,3,5,3,Education,Profesorado,2,M,1995/07/14,Argentina,Argentina,Buenos Aires,Burzaco
2,4,2,4,4,2,3,4,2,4,4,2,3,4,3,1,4,5,4,1,2,4,5,5,1,2,2,3,3,4,5,1,4,4,3,2,5,4,1,5,5,1,5,1,5,1,5,3,5,5,STEM,computacion,4,F,1992/07/02,Argentina,Argentina,Buenos Aires,Buenos Aires
3,4,3,4,4,3,2,4,2,4,4,2,4,2,5,5,4,3,4,3,4,2,1,1,4,2,4,2,3,3,2,1,4,2,3,2,3,3,4,4,4,2,4,1,2,2,3,4,4,3,Social Sciences,Abogacia,2,M,1976/05/25,Argentina,Argentina,CABA,CABA
1,5,1,5,1,3,1,5,1,5,5,3,5,1,5,5,5,5,5,5,1,5,1,5,1,5,1,3,5,5,1,1,5,5,1,1,5,5,3,5,3,1,5,1,1,1,1,1,5,5,Arts,Diseño en comunicación visual,2,F,1998/06/26,Argentina,Argentina,Buenos aires,La plata
4,1,5,2,3,2,2,2,2,1,1,2,1,5,5,5,3,3,2,1,5,5,3,1,5,1,5,1,1,1,3,3,1,2,4,3,1,1,1,1,1,5,1,5,1,5,1,1,1,1,Business,Licenciatura en Turismo,2,M,1973/09/01,Argentina,Argentina,Buenos Aires,San Isidro
2,4,2,3,4,2,3,5,3,3,4,2,4,5,1,1,2,2,4,2,1,4,4,4,2,2,1,4,4,3,3,4,4,3,3,4,4,2,4,5,5,1,4,1,4,1,5,3,4,4,STEM,Ingeniería agrónomica,4,M,1977/12/14,Argentina,Argentina,Mendoza,Maipú
4,1,4,4,4,2,4,2,4,2,3,2,4,3,3,4,3,3,3,3,1,2,1,5,1,3,1,5,5,5,3,3,5,1,3,1,5,3,1,5,5,1,5,1,3,1,5,3,3,5,Business,Tecnicatura en negociación de bienes,3,F,1980/02/08,Argentina,Argentina,Buenos Aires,Avellaneda
1,2,1,5,1,1,1,5,1,5,5,1,5,1,5,5,5,5,5,5,1,5,1,5,1,3,1,5,5,3,2,5,3,5,1,5,3,5,1,5,5,5,1,5,1,5,5,5,5,3,Humanities,Historia,1,F,1989/09/28,Argentina,Argentina,Ciudad de Buenos Aires,Ciudad de Buenos Aires
3,4,3,2,2,4,3,3,4,3,1,4,3,4,4,2,3,2,4,2,3,3,2,3,3,4,2,3,2,4,4,2,4,2,1,2,4,4,3,2,3,4,2,3,2,4,3,3,1,3,Arts,Fotografía,2,F,2001/09/23,Argentina,Argentina,Santa Fe,Rosario
3,3,3,4,3,4,1,2,4,4,5,1,5,2,4,4,4,3,2,4,3,2,2,3,3,3,3,2,3,2,4,2,4,3,1,3,2,4,2,2,4,2,3,3,2,3,3,3,2,2,Humanities,Antropología,2,M,1990/11/22,Argentina,Argentina,Buenos aires,Moron
2,3,4,3,4,2,3,4,2,2,3,4,4,2,2,2,2,2,4,3,2,5,3,4,2,4,2,5,4,4,3,5,2,4,1,5,2,4,2,2,4,1,4,1,4,2,3,4,5,5,Social Sciences,Comunicación,3,F,1994/10/05,Argentina,Argentina,Entre ríos,Villaguay
4,2,5,3,4,3,5,3,4,3,2,3,4,5,1,4,1,1,1,1,4,5,1,4,4,3,2,3,3,5,3,2,2,3,2,4,3,5,3,4,4,1,3,2,2,4,5,4,4,2,STEM,Ciencia de Datos,4,M,2001/12/07,Argentina,Argentina,CABA,CABA
2,3,4,3,3,2,1,5,1,3,2,2,4,2,3,4,4,4,5,2,2,3,4,3,2,4,2,4,2,4,4,1,4,3,4,2,3,3,4,4,3,2,4,2,2,3,4,2,5,3,STEM,Ingenieria en sistemas,3,M,2004/01/03,Argentina,Argentina,Buenos Aires,CABA
3,4,4,3,4,5,4,5,4,3,5,1,5,1,5,5,5,5,5,5,3,4,1,3,1,4,2,5,3,4,2,5,2,5,1,5,4,5,3,1,2,1,4,1,3,2,4,2,4,3,STEM,Ciencias ambientales UBA,3,M,1999/03/15,ARGENTINA,Argentina,CABA,CABA
4,4,2,4,4,2,3,3,3,5,2,2,5,3,2,2,2,2,2,3,2,4,4,4,4,4,2,4,3,4,5,1,5,1,5,1,5,1,4,5,5,1,5,1,5,2,5,5,5,5,STEM,"Ingenieria en Sistemas de Informacion, UTN",3,F,2002/03/25,Argentina,Argentina,Buenos Aires,Pilar
1,5,3,5,3,5,1,5,1,5,5,1,5,1,5,5,4,4,4,4,3,3,3,4,2,2,2,2,3,3,3,2,4,5,5,1,5,1,5,5,3,3,2,3,1,5,4,1,5,1,Social Sciences,Economia,3,F,1975/12/25,Argentina,Argentina,San Juan,San Juan
3,3,4,3,4,2,4,2,4,1,1,4,5,2,4,3,4,3,4,4,1,5,4,5,2,2,3,4,4,4,1,4,4,5,3,4,5,4,1,3,4,3,5,1,5,2,3,5,5,5,Social Sciences,Sociology,2,M,1998/01/07,Argentina,Argentina,Chubut,Trelew
2,5,2,4,2,4,1,3,2,5,5,1,5,1,3,2,5,5,5,5,3,2,4,4,2,1,3,4,3,3,2,4,4,5,2,4,4,3,2,4,5,1,4,2,3,1,4,3,5,3,None,ninguna,3,F,2005/10/20,Argentina,Argentina,Buenos Aires,CABA
4,5,5,3,5,1,4,2,3,1,1,3,1,5,1,1,3,1,4,1,1,2,1,5,1,3,2,5,5,4,3,4,1,5,5,1,5,1,5,5,5,1,5,1,5,1,4,4,4,4,Social Sciences,Licenciatura economia,5,F,1984/05/13,Argentina,Argentina,Santa fe,Rosario
4,1,2,3,4,1,5,2,4,2,4,2,5,1,3,4,3,1,4,1,1,4,3,5,4,2,2,4,4,3,1,2,3,4,1,5,4,4,1,5,5,5,5,1,4,1,5,5,5,4,Humanities,Traductorado de inglés,4,M,1991/05/31,Argentina,Argentina,CABA,CABA
3,1,5,4,5,2,5,1,5,1,2,4,2,5,2,5,1,1,2,1,1,5,4,5,1,5,1,3,5,5,4,4,3,2,4,5,2,2,5,4,5,1,5,1,4,5,4,4,5,5,Humanities,Historia,2,F,2001/01/24,Argentina,Argentina,Argentina,Buenos Aires
