ext1,ext2,ext3,ext4,ext5,ext6,ext7,ext8,ext9,ext10,est1,est2,est3,est4,est5,est6,est7,est8,est9,est10,agr1,agr2,agr3,agr4,agr5,agr6,agr7,agr8,agr9,agr10,csn1,csn2,csn3,csn4,csn5,csn6,csn7,csn8,csn9,csn10,opn1,opn2,opn3,opn4,opn5,opn6,opn7,opn8,opn9,opn10,degree_category,happiness_level,gender,birth_date,birth_location_country_clean,age,age_group,openness_score,conscientiousness_score,extraversion_score,agreeableness_score,neuroticism_score,zodiac_sign,zodiac_group
3.0,2.0,4.0,2.0,5.0,3.0,2.0,4.0,1.0,3.0,1.0,3.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,4.0,5.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,4.0,5.0,4.0,3.0,2.0,4.0,,5,F,1970-04-26,Argentina,53,46-59,38.0,42.0,29.0,37.0,22.0,Tauro,Tierra
3.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,,4,F,2023-10-24,Argentina,0,0-18,41.0,43.0,38.0,45.0,21.0,Escorpio,Agua
4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,4.0,4.0,5.0,4.0,4.0,1.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,3.0,2.0,5.0,2.0,3.0,3.0,Business,5,F,1971-01-14,Argentina,52,46-59,34.0,46.0,35.0,37.0,26.0,Capricornio,Tierra
4.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,Business,4,M,2000-05-19,Argentina,23,18-30,44.0,45.0,40.0,31.0,28.0,Tauro,Tierra
3.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,5.0,5.0,4.0,4.0,2.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,5.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,2.0,3.0,5.0,Other,3,F,1963-08-11,Argentina,60,60+,37.0,31.0,38.0,41.0,27.0,Leo,Fuego
3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,2.0,Education,2,F,1989-08-28,Argentina,34,31-45,30.0,44.0,17.0,34.0,50.0,Virgo,Tierra
3.0,3.0,5.0,2.0,5.0,2.0,5.0,5.0,3.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,5.0,3.0,5.0,4.0,5.0,5.0,Health Sciences,5,M,1986-06-04,Argentina,37,31-45,40.0,39.0,37.0,42.0,19.0,Géminis,Aire
4.0,4.0,3.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,5.0,3.0,4.0,2.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,1.0,3.0,4.0,STEM,4,M,1999-11-20,Argentina,24,18-30,36.0,43.0,35.0,39.0,31.0,Escorpio,Agua
3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,Education,4,F,1976-12-06,Argentina,47,46-59,40.0,38.0,36.0,40.0,39.0,Sagitario,Fuego
3.0,4.0,1.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,5.0,1.0,5.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,Other,3,F,2023-12-23,Argentina,0,0-18,32.0,48.0,27.0,49.0,25.0,Capricornio,Tierra
3.0,3.0,4.0,2.0,3.0,4.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,1.0,5.0,3.0,2.0,1.0,4.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,4.0,Business,3,F,1995-02-19,Argentina,28,18-30,42.0,30.0,29.0,49.0,14.0,Piscis,Agua
3.0,4.0,3.0,2.0,5.0,5.0,4.0,1.0,5.0,2.0,2.0,2.0,5.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,1.0,3.0,5.0,STEM,3,F,1961-10-01,Argentina,62,60+,38.0,37.0,34.0,46.0,22.0,Libra,Aire
1.0,4.0,3.0,1.0,3.0,3.0,2.0,5.0,5.0,3.0,1.0,2.0,5.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,Social Sciences,4,F,1971-06-30,Argentina,52,46-59,23.0,24.0,30.0,40.0,23.0,Cáncer,Agua
4.0,2.0,1.0,2.0,5.0,3.0,5.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,5.0,5.0,3.0,5.0,2.0,1.0,5.0,4.0,1.0,5.0,4.0,5.0,1.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,1.0,4.0,2.0,5.0,3.0,4.0,3.0,Social Sciences,4,F,1978-07-08,Argentina,45,46-59,33.0,39.0,28.0,33.0,39.0,Cáncer,Agua
1.0,4.0,3.0,2.0,4.0,5.0,3.0,1.0,2.0,5.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,1.0,1.0,2.0,Social Sciences,4,M,1956-04-24,Argentina,67,60+,27.0,44.0,30.0,42.0,17.0,Tauro,Tierra
1.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,5.0,5.0,Humanities,4,F,1983-12-02,Argentina,40,31-45,45.0,37.0,20.0,42.0,24.0,Sagitario,Fuego
3.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,2.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,Social Sciences,5,F,1973-12-18,Argentina,50,46-59,46.0,39.0,40.0,48.0,27.0,Sagitario,Fuego
4.0,5.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,Social Sciences,4,F,1965-05-07,Argentina,58,46-59,38.0,43.0,40.0,42.0,24.0,Tauro,Tierra
5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,Social Sciences,5,M,1955-07-17,Argentina,68,60+,45.0,44.0,45.0,44.0,20.0,Cáncer,Agua
4.0,5.0,3.0,3.0,3.0,5.0,4.0,1.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,Social Sciences,3,F,1973-03-29,Argentina,50,46-59,43.0,42.0,35.0,38.0,31.0,Aries,Fuego
4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,Social Sciences,4,F,1973-08-29,Argentina,50,46-59,36.0,41.0,44.0,45.0,30.0,Virgo,Tierra
3.0,4.0,5.0,3.0,5.0,3.0,5.0,4.0,5.0,4.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,2.0,5.0,5.0,3.0,1.0,5.0,5.0,3.0,2.0,4.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,5.0,2.0,STEM,4,M,1998-09-02,Argentina,25,18-30,29.0,35.0,41.0,41.0,22.0,Virgo,Tierra
4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,3.0,2.0,5.0,3.0,3.0,1.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,3.0,3.0,,5,F,1984-04-28,Argentina,39,31-45,40.0,40.0,43.0,50.0,31.0,Tauro,Tierra
4.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,1.0,3.0,5.0,3.0,4.0,3.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,4.0,1.0,5.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,1.0,5.0,4.0,Health Sciences,4,X,1984-06-29,Argentina,39,31-45,37.0,25.0,39.0,42.0,38.0,Cáncer,Agua
4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,Arts,5,F,1981-09-21,Argentina,42,31-45,45.0,35.0,46.0,46.0,26.0,Virgo,Tierra
4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,Business,3,F,2002-04-14,Argentina,21,18-30,45.0,36.0,34.0,35.0,38.0,Aries,Fuego
4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,Business,5,F,1983-08-04,Argentina,40,31-45,45.0,42.0,34.0,50.0,18.0,Leo,Fuego
3.0,3.0,3.0,5.0,3.0,4.0,2.0,4.0,2.0,5.0,1.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,5.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,5.0,1.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,,4,M,1973-07-04,Italy,50,46-59,24.0,28.0,34.0,32.0,28.0,Cáncer,Agua
4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,Social Sciences,4,F,2000-06-02,Croatia,23,18-30,41.0,44.0,44.0,47.0,23.0,Géminis,Aire
2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,Education,5,F,1962-05-20,Spain,61,60+,32.0,39.0,24.0,39.0,21.0,Tauro,Tierra
3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,2.0,3.0,2.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,Social Sciences,4,F,1971-03-15,Italy,52,46-59,42.0,35.0,43.0,49.0,22.0,Piscis,Agua
2.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,Health Sciences,1,F,1994-06-10,Argentina,29,18-30,44.0,19.0,40.0,42.0,42.0,Géminis,Aire
5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,5.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,4.0,4.0,,5,F,1970-05-08,Italy,53,46-59,35.0,30.0,40.0,45.0,31.0,Tauro,Tierra
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,Social Sciences,5,M,1984-10-03,Spain,39,31-45,23.0,15.0,50.0,22.0,38.0,Libra,Aire
1.0,5.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,4.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Social Sciences,2,M,1999-09-01,France,24,18-30,11.0,15.0,25.0,14.0,43.0,Virgo,Tierra
2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,4.0,2.0,3.0,5.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,2.0,4.0,5.0,3.0,1.0,4.0,4.0,Education,5,F,1962-09-12,Argentina,61,60+,35.0,40.0,30.0,40.0,22.0,Virgo,Tierra
2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,STEM,4,F,1979-09-22,Argentina,44,31-45,39.0,45.0,23.0,42.0,24.0,Virgo,Tierra
2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,STEM,4,F,1979-09-22,Argentina,44,31-45,39.0,45.0,23.0,42.0,24.0,Virgo,Tierra
1.0,3.0,1.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,2.0,4.0,4.0,5.0,3.0,5.0,3.0,2.0,5.0,4.0,5.0,4.0,Education,5,F,2023-10-08,Argentina,0,0-18,40.0,39.0,24.0,37.0,32.0,Libra,Aire
4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,3.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,Education,4,F,1965-10-09,Argentina,58,46-59,37.0,40.0,40.0,48.0,23.0,Libra,Aire
2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,4.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,5.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,STEM,3,M,1965-06-03,Argentina,58,46-59,44.0,37.0,24.0,38.0,27.0,Géminis,Aire
3.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,5.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,3.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,Health Sciences,3,F,1983-08-16,Argentina,40,31-45,43.0,33.0,25.0,43.0,27.0,Leo,Fuego
1.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,2.0,3.0,3.0,5.0,5.0,2.0,5.0,3.0,1.0,3.0,5.0,STEM,4,F,2023-05-22,Argentina,0,0-18,35.0,41.0,24.0,37.0,32.0,Géminis,Aire
1.0,1.0,3.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,Other,5,F,1983-10-11,Argentina,40,31-45,43.0,42.0,23.0,40.0,29.0,Libra,Aire
4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,2.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,2.0,5.0,3.0,3.0,5.0,5.0,3.0,2.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,1.0,4.0,5.0,Other,4,F,1987-11-10,Argentina,36,31-45,40.0,36.0,40.0,49.0,41.0,Escorpio,Agua
3.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,1.0,2.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,5.0,4.0,2.0,5.0,4.0,1.0,3.0,5.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,Social Sciences,3,M,1999-08-03,Argentina,24,18-30,48.0,32.0,40.0,39.0,23.0,Leo,Fuego
4.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,Social Sciences,2,F,1983-12-14,Argentina,40,31-45,45.0,44.0,39.0,49.0,26.0,Sagitario,Fuego
1.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,Social Sciences,3,F,1958-03-07,Argentina,65,60+,46.0,40.0,36.0,48.0,14.0,Piscis,Agua
3.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,Social Sciences,4,M,1987-02-13,Argentina,36,31-45,41.0,33.0,39.0,29.0,21.0,Acuario,Aire
2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,5.0,4.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,3.0,Business,3,M,1997-10-31,Argentina,26,18-30,29.0,40.0,18.0,44.0,27.0,Escorpio,Agua
1.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,5.0,1.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,,4,F,1965-10-02,Argentina,58,46-59,34.0,32.0,23.0,44.0,32.0,Libra,Aire
4.0,2.0,5.0,1.0,4.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,1.0,4.0,3.0,Humanities,4,F,1966-04-25,Argentina,57,46-59,35.0,40.0,26.0,47.0,14.0,Tauro,Tierra
4.0,3.0,5.0,2.0,5.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,4.0,5.0,4.0,5.0,1.0,5.0,1.0,3.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,Social Sciences,4,M,1951-12-17,Argentina,72,60+,45.0,39.0,34.0,35.0,26.0,Sagitario,Fuego
